Date,Adj Close,Close,High,Low,Open,Volume
2006-10-11,95.8982925415039,135.11000061035156,135.42999267578125,134.3000030517578,134.83999633789062,104071800
2006-10-12,96.7287368774414,136.27999877929688,136.38999938964844,135.39999389648438,135.4499969482422,59158600
2006-10-13,96.97718811035156,136.6300048828125,136.7100067138672,136.0399932861328,136.16000366210938,53944000
2006-10-16,97.12618255615234,136.83999633789062,137.0500030517578,136.4199981689453,136.52000427246094,42273000
2006-10-17,96.82099151611328,136.41000366210938,136.6999969482422,135.6699981689453,136.47000122070312,90500600
2006-10-18,96.9487533569336,136.58999633789062,137.3699951171875,136.10000610351562,137.0399932861328,86848600
2006-10-19,97.10489654541016,136.80999755859375,136.8800048828125,136.22999572753906,136.38999938964844,64063200
2006-10-20,97.12618255615234,136.83999633789062,136.9499969482422,136.3300018310547,136.83999633789062,48094500
2006-10-23,97.57333374023438,137.47000122070312,137.8000030517578,136.38999938964844,136.55999755859375,66219900
2006-10-24,97.86437225341797,137.8800048828125,137.92999267578125,137.22000122070312,137.27999877929688,53234900
2006-10-25,98.19799041748047,138.35000610351562,138.41000366210938,137.50999450683594,137.74000549316406,78105400
2006-10-26,98.50318908691406,138.77999877929688,139.0,137.97999572753906,138.66000366210938,66843700
2006-10-27,97.88568115234375,137.91000366210938,138.75,137.6300048828125,138.61000061035156,80238000
2006-10-30,97.8147201538086,137.80999755859375,138.1999969482422,137.39999389648438,137.66000366210938,49717800
2006-10-31,97.80049133300781,137.7899932861328,138.25999450683594,137.25,138.07000732421875,71274100
2006-11-01,97.14041137695312,136.86000061035156,138.30999755859375,136.72000122070312,138.22000122070312,83005600
2006-11-02,97.08364868164062,136.77999877929688,137.00999450683594,136.36000061035156,136.50999450683594,60693100
2006-11-03,96.91331481933594,136.5399932861328,137.38999938964844,135.6199951171875,137.27000427246094,71346400
